,doc_id,sentence_id,position,text,tokens,sentence_token_count
10,tlg0304.tlg001,lagt_tlg0304.tlg001_10,10,καί ὄμοσον τήν τύχην τοῦ κυρίου ἡμῶν Κομόδου τοῦ αὐτοκράτορος.,"[('καί', 'καί', 'CCONJ', {'div': '3'}, 0, 3), ('ὄμοσον', 'ὄμνυμι', 'VERB', {'div': '3'}, 4, 10), ('τήν', 'ὁ', 'DET', {'div': '3'}, 11, 14), ('τύχην', 'τύχη', 'NOUN', {'div': '3'}, 15, 20), ('τοῦ', 'ὁ', 'DET', {'div': '3'}, 21, 24), ('κυρίου', 'κύριος', 'NOUN', {'div': '3'}, 25, 31), ('ἡμῶν', 'ἡμεῖς', 'PRON', {'div': '3'}, 32, 36), ('Κομόδου', 'κομόδης', 'PROPN', {'div': '3'}, 37, 44), ('τοῦ', 'ὁ', 'DET', {'div': '3'}, 45, 48), ('αὐτοκράτορος', 'αὐτοκράτωρ', 'NOUN', {'div': '3'}, 49, 61), ('.', '.', 'PUNCT', {'div': '3'}, 61, 62)]",11
11,tlg0304.tlg001,lagt_tlg0304.tlg001_11,11,"Ἀπολλώς δέ, ὁ καί Σακκέας, εἶπεν.","[('Ἀπολλώς', 'ἀπολλώς', 'PROPN', {'div': '4'}, 0, 7), ('δέ', 'δέ', 'ADV', {'div': '4'}, 8, 10), (',', ',', 'PUNCT', {'div': '4'}, 10, 11), ('ὁ', 'ὁ', 'DET', {'div': '4'}, 12, 13), ('καί', 'καί', 'ADV', {'div': '4'}, 14, 17), ('Σακκέας', 'σακκέα', 'NOUN', {'div': '4'}, 18, 25), (',', ',', 'PUNCT', {'div': '4'}, 25, 26), ('εἶπεν', 'λέγω', 'VERB', {'div': '4'}, 27, 32), ('.', '.', 'PUNCT', {'div': '4'}, 32, 33)]",9
12,tlg0304.tlg001,lagt_tlg0304.tlg001_12,12,"Ἄκουσόν μου νουνεχῶς, Περέννιε,","[('Ἄκουσόν', 'ἄκουσος', 'VERB', {'div': '4'}, 0, 7), ('μου', 'ἐγώ', 'PRON', {'div': '4'}, 8, 11), ('νουνεχῶς', 'νουνεχῶς', 'ADV', {'div': '4'}, 12, 20), (',', ',', 'PUNCT', {'div': '4'}, 20, 21), ('Περέννιε', 'περέννιος', 'PROPN', {'div': '4'}, 22, 30), (',', ',', 'PUNCT', {'div': '4'}, 30, 31)]",6
13,tlg0304.tlg001,lagt_tlg0304.tlg001_13,13,περί σεμνῆς καί νομίμου ἀπολογίας μέλλοντος ποιεῖσθαί σοι τόν λόγον.,"[('περί', 'περί', 'ADP', {'div': '4'}, 0, 4), ('σεμνῆς', 'σεμνός', 'ADJ', {'div': '4'}, 5, 11), ('καί', 'καί', 'CCONJ', {'div': '4'}, 12, 15), ('νομίμου', 'νομίμος', 'ADJ', {'div': '4'}, 16, 23), ('ἀπολογίας', 'ἀπολογία', 'NOUN', {'div': '4'}, 24, 33), ('μέλλοντος', 'μέλλω', 'VERB', {'div': '4'}, 34, 43), ('ποιεῖσθαί', 'ποιέω', 'VERB', {'div': '4'}, 44, 53), ('σοι', 'σύ', 'PRON', {'div': '4'}, 54, 57), ('τόν', 'ὁ', 'DET', {'div': '4'}, 58, 61), ('λόγον', 'λόγος', 'NOUN', {'div': '4'}, 62, 67), ('.', '.', 'PUNCT', {'div': '4'}, 67, 68)]",11
14,tlg0304.tlg001,lagt_tlg0304.tlg001_14,14,ὁ μετανοῶν ἀπό δικαίων καί ἀγαθῶν καί θαυμασίων ἐντολῶν τοῦ θεοῦ ἀθέμιτος καί ἀνόσιος καί ἀληθῶς ἄθεός ἐστιν.,"[('ὁ', 'ὁ', 'DET', {'div': '4'}, 0, 1), ('μετανοῶν', 'μετανοέω', 'VERB', {'div': '4'}, 2, 10), ('ἀπό', 'ἀπό', 'ADP', {'div': '4'}, 11, 14), ('δικαίων', 'δίκαιος', 'ADJ', {'div': '4'}, 15, 22), ('καί', 'καί', 'CCONJ', {'div': '4'}, 23, 26), ('ἀγαθῶν', 'ἀγαθός', 'ADJ', {'div': '4'}, 27, 33), ('καί', 'καί', 'CCONJ', {'div': '4'}, 34, 37), ('θαυμασίων', 'θαυμασῖος', 'ADJ', {'div': '4'}, 38, 47), ('ἐντολῶν', 'ἐντολέω', 'NOUN', {'div': '4'}, 48, 55), ('τοῦ', 'ὁ', 'DET', {'div': '4'}, 56, 59), ('θεοῦ', 'θεός', 'NOUN', {'div': '4'}, 60, 64), ('ἀθέμιτος', 'ἀθέμιτος', 'ADJ', {'div': '4'}, 65, 73), ('καί', 'καί', 'CCONJ', {'div': '4'}, 74, 77), ('ἀνόσιος', 'ἀνόσιος', 'ADJ', {'div': '4'}, 78, 85), ('καί', 'καί', 'CCONJ', {'div': '4'}, 86, 89), ('ἀληθῶς', 'ἀληθῶς', 'ADV', {'div': '4'}, 90, 96), ('ἄθεός', 'ἄθεος', 'ADJ', {'div': '4'}, 97, 102), ('ἐστιν', 'εἰμί', 'AUX', {'div': '4'}, 103, 108), ('.', '.', 'PUNCT', {'div': '4'}, 108, 109)]",19
15,tlg0304.tlg001,lagt_tlg0304.tlg001_15,15,"ὅ δέ μετανοῶν ἀπό πάσης ἀδικίας καί ἀνομίας καί εἰδωλολατρείας καί διαλογισμῶν πονηρῶν,","[('ὅ', 'ὅς', 'DET', {'div': '4'}, 0, 1), ('δέ', 'δέ', 'ADV', {'div': '4'}, 2, 4), ('μετανοῶν', 'μετανοέω', 'VERB', {'div': '4'}, 5, 13), ('ἀπό', 'ἀπό', 'ADP', {'div': '4'}, 14, 17), ('πάσης', 'πᾶς', 'DET', {'div': '4'}, 18, 23), ('ἀδικίας', 'ἀδικία', 'NOUN', {'div': '4'}, 24, 31), ('καί', 'καί', 'CCONJ', {'div': '4'}, 32, 35), ('ἀνομίας', 'ἀνομία', 'NOUN', {'div': '4'}, 36, 43), ('καί', 'καί', 'CCONJ', {'div': '4'}, 44, 47), ('εἰδωλολατρείας', 'εἰδωλολατρία', 'NOUN', {'div': '4'}, 48, 62), ('καί', 'καί', 'CCONJ', {'div': '4'}, 63, 66), ('διαλογισμῶν', 'διαλογισμός', 'NOUN', {'div': '4'}, 67, 78), ('πονηρῶν', 'πονηρός', 'ADJ', {'div': '4'}, 79, 86), (',', ',', 'PUNCT', {'div': '4'}, 86, 87)]",14
16,tlg0304.tlg001,lagt_tlg0304.tlg001_16,16,"καί φεύγων τάς ἀρχάς τῶν ἁμαρτημάτων,","[('καί', 'καί', 'CCONJ', {'div': '4'}, 0, 3), ('φεύγων', 'φεύγω', 'VERB', {'div': '4'}, 4, 10), ('τάς', 'ὁ', 'DET', {'div': '4'}, 11, 14), ('ἀρχάς', 'ἀρχή', 'NOUN', {'div': '4'}, 15, 20), ('τῶν', 'ὁ', 'DET', {'div': '4'}, 21, 24), ('ἁμαρτημάτων', 'ἁμάρτημα', 'NOUN', {'div': '4'}, 25, 36), (',', ',', 'PUNCT', {'div': '4'}, 36, 37)]",7
17,tlg0304.tlg001,lagt_tlg0304.tlg001_17,17,"καί ὅλως μή ἐπιστρέφων ἐπ’ αὐτά, ὁ τοιοῦτος δικαιός ἐστιν.","[('καί', 'καί', 'CCONJ', {'div': '4'}, 0, 3), ('ὅλως', 'ὅλως', 'ADV', {'div': '4'}, 4, 8), ('μή', 'μή', 'ADV', {'div': '4'}, 9, 11), ('ἐπιστρέφων', 'ἐπιστρέφω', 'VERB', {'div': '4'}, 12, 22), ('ἐπ’', 'ἐπ’', 'ADP', {'div': '4'}, 23, 26), ('αὐτά', 'αὐτός', 'PRON', {'div': '4'}, 27, 31), (',', ',', 'PUNCT', {'div': '4'}, 31, 32), ('ὁ', 'ὁ', 'DET', {'div': '4'}, 33, 34), ('τοιοῦτος', 'τοιοῦτος', 'ADJ', {'div': '4'}, 35, 43), ('δικαιός', 'δικαιος', 'ADJ', {'div': '4'}, 44, 51), ('ἐστιν', 'εἰμί', 'AUX', {'div': '4'}, 52, 57), ('.', '.', 'PUNCT', {'div': '4'}, 57, 58)]",12
18,tlg0304.tlg001,lagt_tlg0304.tlg001_18,18,"καί πίστευσον ἡμῖν, Περέννιε, ἐξ αὐτῆς τῆς ἀπολογίας,","[('καί', 'καί', 'CCONJ', {'div': '5'}, 0, 3), ('πίστευσον', 'πιστεύω', 'VERB', {'div': '5'}, 4, 13), ('ἡμῖν', 'ἡμεῖς', 'PRON', {'div': '5'}, 14, 18), (',', ',', 'PUNCT', {'div': '5'}, 18, 19), ('Περέννιε', 'περέννιος', 'PROPN', {'div': '5'}, 20, 28), (',', ',', 'PUNCT', {'div': '5'}, 28, 29), ('ἐξ', 'ἐκ', 'ADP', {'div': '5'}, 30, 32), ('αὐτῆς', 'αὐτός', 'DET', {'div': '5'}, 33, 38), ('τῆς', 'ὁ', 'DET', {'div': '5'}, 39, 42), ('ἀπολογίας', 'ἀπολογία', 'NOUN', {'div': '5'}, 43, 52), (',', ',', 'PUNCT', {'div': '5'}, 52, 53)]",11
19,tlg0304.tlg001,lagt_tlg0304.tlg001_19,19,"ὅτι τάς σεμνοπρεπεῖς καί λαμπράς ἐντολάς μεμαθήκαμεν ἀπό τοῦ λόγου τοῦ θεοῦ, τοῦ γινώσκοντος πάντας τούς διαλογισμούς τῶν ἀνθρώπων.","[('ὅτι', 'ὅτι', 'SCONJ', {'div': '5'}, 0, 3), ('τάς', 'ὁ', 'DET', {'div': '5'}, 4, 7), ('σεμνοπρεπεῖς', 'σεμνοπρεπής', 'ADJ', {'div': '5'}, 8, 20), ('καί', 'καί', 'CCONJ', {'div': '5'}, 21, 24), ('λαμπράς', 'λαμπρός', 'ADJ', {'div': '5'}, 25, 32), ('ἐντολάς', 'ἐντολή', 'NOUN', {'div': '5'}, 33, 40), ('μεμαθήκαμεν', 'μανθάνω', 'VERB', {'div': '5'}, 41, 52), ('ἀπό', 'ἀπό', 'ADP', {'div': '5'}, 53, 56), ('τοῦ', 'ὁ', 'DET', {'div': '5'}, 57, 60), ('λόγου', 'λόγος', 'NOUN', {'div': '5'}, 61, 66), ('τοῦ', 'ὁ', 'DET', {'div': '5'}, 67, 70), ('θεοῦ', 'θεός', 'NOUN', {'div': '5'}, 71, 75), (',', ',', 'PUNCT', {'div': '5'}, 75, 76), ('τοῦ', 'ὁ', 'DET', {'div': '5'}, 77, 80), ('γινώσκοντος', 'γιγνώσκω', 'VERB', {'div': '5'}, 81, 92), ('πάντας', 'πᾶς', 'DET', {'div': '5'}, 93, 99), ('τούς', 'ὁ', 'DET', {'div': '5'}, 100, 104), ('διαλογισμούς', 'διαλογισμός', 'NOUN', {'div': '5'}, 105, 117), ('τῶν', 'ὁ', 'DET', {'div': '5'}, 118, 121), ('ἀνθρώπων', 'ἄνθρωπος', 'NOUN', {'div': '5'}, 122, 130), ('.', '.', 'PUNCT', {'div': '5'}, 130, 131)]",21
20,tlg0304.tlg001,lagt_tlg0304.tlg001_20,20,"προσέτι δέ καί μηδέ ὅλως ὀμνύναι,","[('προσέτι', 'προσέτι', 'ADV', {'div': '6'}, 0, 7), ('δέ', 'δέ', 'ADV', {'div': '6'}, 8, 10), ('καί', 'καί', 'ADV', {'div': '6'}, 11, 14), ('μηδέ', 'μηδέ', 'ADV', {'div': '6'}, 15, 19), ('ὅλως', 'ὅλως', 'ADV', {'div': '6'}, 20, 24), ('ὀμνύναι', 'ὄμνυμι', 'VERB', {'div': '6'}, 25, 32), (',', ',', 'PUNCT', {'div': '6'}, 32, 33)]",7
21,tlg0304.tlg001,lagt_tlg0304.tlg001_21,21,"ἀλλ’ ἐν πᾶσιν ἀληθεύειν ὑπ’ αὐτοῦ προστετάγμεθα ὅρκος γάρ μέγας ἐστίν ἡ ἐν τῷ ναί ἀλήθεια,","[('ἀλλ’', 'ἀλλ’', 'CCONJ', {'div': '6'}, 0, 4), ('ἐν', 'ἐν', 'ADP', {'div': '6'}, 5, 7), ('πᾶσιν', 'πᾶς', 'ADJ', {'div': '6'}, 8, 13), ('ἀληθεύειν', 'ἀληθεύω', 'VERB', {'div': '6'}, 14, 23), ('ὑπ’', 'ὑπ’', 'ADP', {'div': '6'}, 24, 27), ('αὐτοῦ', 'αὐτός', 'PRON', {'div': '6'}, 28, 33), ('προστετάγμεθα', 'προστετάγμεθα', 'VERB', {'div': '6'}, 34, 47), ('ὅρκος', 'ὅρκος', 'NOUN', {'div': '6'}, 48, 53), ('γάρ', 'γάρ', 'ADV', {'div': '6'}, 54, 57), ('μέγας', 'μέγας', 'ADJ', {'div': '6'}, 58, 63), ('ἐστίν', 'εἰμί', 'AUX', {'div': '6'}, 64, 69), ('ἡ', 'ὁ', 'DET', {'div': '6'}, 70, 71), ('ἐν', 'ἐν', 'ADP', {'div': '6'}, 72, 74), ('τῷ', 'ὁ', 'DET', {'div': '6'}, 75, 77), ('ναί', 'ναί', 'INTJ', {'div': '6'}, 78, 81), ('ἀλήθεια', 'ἀλήθεια', 'NOUN', {'div': '6'}, 82, 89), (',', ',', 'PUNCT', {'div': '6'}, 89, 90)]",17
22,tlg0304.tlg001,lagt_tlg0304.tlg001_22,22,καί διά τοῦτο Χριστιανῷ ὀμνύναι αἰσχρόν.,"[('καί', 'καί', 'CCONJ', {'div': '6'}, 0, 3), ('διά', 'διά', 'ADP', {'div': '6'}, 4, 7), ('τοῦτο', 'οὗτος', 'ADJ', {'div': '6'}, 8, 13), ('Χριστιανῷ', 'χριστιανῷ', 'ADJ', {'div': '6'}, 14, 23), ('ὀμνύναι', 'ὄμνυμι', 'VERB', {'div': '6'}, 24, 31), ('αἰσχρόν', 'αἰσχρός', 'ADJ', {'div': '6'}, 32, 39), ('.', '.', 'PUNCT', {'div': '6'}, 39, 40)]",7
23,tlg0304.tlg001,lagt_tlg0304.tlg001_23,23,"ἐκ γάρ ψεύδους ἀπιστία, καί δι’ ἀπιστίαν πάλιν ὅρκος.","[('ἐκ', 'ἐκ', 'ADP', {'div': '6'}, 0, 2), ('γάρ', 'γάρ', 'ADV', {'div': '6'}, 3, 6), ('ψεύδους', 'ψεῦδος', 'NOUN', {'div': '6'}, 7, 14), ('ἀπιστία', 'ἀπιστία', 'NOUN', {'div': '6'}, 15, 22), (',', ',', 'PUNCT', {'div': '6'}, 22, 23), ('καί', 'καί', 'CCONJ', {'div': '6'}, 24, 27), ('δι’', 'δι’', 'ADP', {'div': '6'}, 28, 31), ('ἀπιστίαν', 'ἀπιστία', 'NOUN', {'div': '6'}, 32, 40), ('πάλιν', 'πάλιν', 'ADV', {'div': '6'}, 41, 46), ('ὅρκος', 'ὅρκος', 'NOUN', {'div': '6'}, 47, 52), ('.', '.', 'PUNCT', {'div': '6'}, 52, 53)]",11
24,tlg0304.tlg001,lagt_tlg0304.tlg001_24,24,βούλει δέ ὀμνύναι με ὅτι καί βασιλέα τιμῶμεν καί ὑπέρ τοῦ κράτους αὐτοῦ εὐχόμεθα;,"[('βούλει', 'βούλομαι', 'VERB', {'div': '6'}, 0, 6), ('δέ', 'δέ', 'ADV', {'div': '6'}, 7, 9), ('ὀμνύναι', 'ὄμνυμι', 'VERB', {'div': '6'}, 10, 17), ('με', 'ἐγώ', 'PRON', {'div': '6'}, 18, 20), ('ὅτι', 'ὅτι', 'SCONJ', {'div': '6'}, 21, 24), ('καί', 'καί', 'CCONJ', {'div': '6'}, 25, 28), ('βασιλέα', 'βασιλεύς', 'NOUN', {'div': '6'}, 29, 36), ('τιμῶμεν', 'τιμάω', 'VERB', {'div': '6'}, 37, 44), ('καί', 'καί', 'CCONJ', {'div': '6'}, 45, 48), ('ὑπέρ', 'ὑπέρ', 'ADP', {'div': '6'}, 49, 53), ('τοῦ', 'ὁ', 'DET', {'div': '6'}, 54, 57), ('κράτους', 'κράτος', 'NOUN', {'div': '6'}, 58, 65), ('αὐτοῦ', 'αὐτός', 'PRON', {'div': '6'}, 66, 71), ('εὐχόμεθα', 'εὔχομαι', 'VERB', {'div': '6'}, 72, 80), (';', ';', 'PUNCT', {'div': '6'}, 80, 81)]",15
25,tlg0304.tlg001,lagt_tlg0304.tlg001_25,25,"ἡδέως ἄν ὀμόσαιμι ἀληθεύων τόν ὄντως θεόν τόν ὄντα τόν πρό αἰώνων, ὅν χεῖρες οὐκ ἐποίησαν ἀνθρώπων, τοὐναντίον δέ αὐτός ἄνθρωπον ἀνθρώπων ἔταξεν βασιλεύειν ἐπί τῆς γῆς.","[('ἡδέως', 'ἡδέως', 'ADV', {'div': '6'}, 0, 5), ('ἄν', 'ἄν', 'ADV', {'div': '6'}, 6, 8), ('ὀμόσαιμι', 'ὄμνυμι', 'VERB', {'div': '6'}, 9, 17), ('ἀληθεύων', 'ἀληθεύω', 'VERB', {'div': '6'}, 18, 26), ('τόν', 'ὁ', 'DET', {'div': '6'}, 27, 30), ('ὄντως', 'ὄντως', 'ADV', {'div': '6'}, 31, 36), ('θεόν', 'θεός', 'NOUN', {'div': '6'}, 37, 41), ('τόν', 'ὁ', 'DET', {'div': '6'}, 42, 45), ('ὄντα', 'εἰμί', 'AUX', {'div': '6'}, 46, 50), ('τόν', 'ὁ', 'DET', {'div': '6'}, 51, 54), ('πρό', 'πρό', 'ADP', {'div': '6'}, 55, 58), ('αἰώνων', 'αἰών', 'NOUN', {'div': '6'}, 59, 65), (',', ',', 'PUNCT', {'div': '6'}, 65, 66), ('ὅν', 'ὅς', 'PRON', {'div': '6'}, 67, 69), ('χεῖρες', 'χείρ', 'NOUN', {'div': '6'}, 70, 76), ('οὐκ', 'οὐ', 'ADV', {'div': '6'}, 77, 80), ('ἐποίησαν', 'ποιέω', 'VERB', {'div': '6'}, 81, 89), ('ἀνθρώπων', 'ἄνθρωπος', 'NOUN', {'div': '6'}, 90, 98), (',', ',', 'PUNCT', {'div': '6'}, 98, 99), ('τοὐναντίον', 'ἐναντίος', 'ADJ', {'div': '6'}, 100, 110), ('δέ', 'δέ', 'ADV', {'div': '6'}, 111, 113), ('αὐτός', 'αὐτός', 'PRON', {'div': '6'}, 114, 119), ('ἄνθρωπον', 'ἄνθρωπος', 'NOUN', {'div': '6'}, 120, 128), ('ἀνθρώπων', 'ἄνθρωπος', 'NOUN', {'div': '6'}, 129, 137), ('ἔταξεν', 'τάσσω', 'VERB', {'div': '6'}, 138, 144), ('βασιλεύειν', 'βασιλεύω', 'VERB', {'div': '6'}, 145, 155), ('ἐπί', 'ἐπί', 'ADP', {'div': '6'}, 156, 159), ('τῆς', 'ὁ', 'DET', {'div': '6'}, 160, 163), ('γῆς', 'γῆ', 'NOUN', {'div': '6'}, 164, 167), ('.', '.', 'PUNCT', {'div': '6'}, 167, 168)]",30
